2294	number-of-steps-to-reduce-a-number-to-zero	0
2295	disconnect-path-in-a-binary-matrix-by-at-most-one-flip	0
2296	count-the-number-of-fair-pairs	0
2297	coloring-a-border	0
2298	number-of-subsequences-with-odd-sum	0
2299	minimum-subarray-length-with-distinct-sum-at-least-k	0
2300	remove-outermost-parentheses	0
2301	find-the-number-of-subarrays-where-boundary-elements-are-maximum	0
2302	most-visited-sector-in-a-circular-track	0
2304	largest-3-same-digit-number-in-string	0
2305	number-of-senior-citizens	1
2307	sort-items-by-groups-respecting-dependencies	0
2309	buy-two-chocolates	0
2311	find-number-of-ways-to-reach-the-k-th-stair	0
2313	middle-of-the-linked-list	0
2314	final-prices-with-a-special-discount-in-a-shop	0
2315	building-h2o	1
2316	4sum	0
2318	count-pairs-in-two-arrays	0
2319	count-partitions-with-max-min-difference-at-most-k	0
2320	maximize-ysum-by-picking-a-triplet-of-distinct-xvalues	0
2322	double-modular-exponentiation	0
2323	generalized-abbreviation	0
2324	construct-string-with-minimum-cost-easy	0
2325	the-time-when-the-network-becomes-idle	0
2326	maximal-range-that-each-element-is-maximum-in-it	0
2327	intersection-of-three-sorted-arrays	0
2328	count-paths-that-can-form-a-palindrome-in-a-tree	0
2329	avoid-flood-in-the-city	0
2330	h-index-ii	0
2331	triangle	0
2333	count-elements-with-maximum-frequency	0
2334	basic-calculator-ii	0
2335	convert-callback-based-function-to-promise-based-function	1
2336	ternary-expression-parser	0
2337	minimum-time-to-complete-all-tasks	0
2340	minimum-pair-removal-to-sort-array-ii	0
2341	count-pairs-that-form-a-complete-day-ii	0
2342	sum-of-beauty-of-all-substrings	0
2343	grumpy-bookstore-owner	0
2344	maximum-number-of-groups-entering-a-competition	0
2345	accounts-merge	0
2346	maximum-score-using-exactly-k-pairs	0
2347	minimum-cuts-to-divide-a-circle	0
2348	number-of-ways-to-split-a-string	0
2349	circle-and-rectangle-overlapping	0
2350	check-if-matrix-is-x-matrix	0
2351	find-the-score-of-all-prefixes-of-an-array	0
2352	smallest-all-ones-multiple	0
2354	maximize-total-cost-of-alternating-subarrays	0
2355	filter-elements-from-array	0
2356	minimum-moves-to-equal-array-elements-ii	0
2357	largest-perimeter-triangle	0
2358	number-of-adjacent-elements-with-the-same-color	0
2359	reorder-data-in-log-files	0
2360	number-of-equal-numbers-blocks	1
2361	find-maximum-balanced-xor-subarray-length	0
2362	number-of-great-partitions	0
2363	multiply-two-polynomials	0
2364	distribute-candies-among-children-i	0
2365	partition-labels	0
2366	find-longest-special-substring-that-occurs-thrice-ii	0
2367	minimum-operations-to-make-numbers-non-positive	0
2368	binary-search-tree-to-greater-sum-tree	0
2369	find-the-sum-of-encrypted-integers	0
2370	sum-of-scores-of-built-strings	0
2371	closest-leaf-in-a-binary-tree	0
2372	largest-sum-of-averages	0
2373	maximum-number-of-occurrences-of-a-substring	0
2374	delete-node-in-a-linked-list	1
2375	kth-smallest-path-xor-sum	0
2378	cells-in-a-range-on-an-excel-sheet	1
2380	minimum-average-of-smallest-and-largest-elements	0
2382	maximum-length-of-subarray-with-positive-product	0
2383	minimum-operations-to-equalize-subarrays	0
2384	maximize-distance-to-closest-person	0
2385	palindrome-permutation-ii	0
2386	longest-zigzag-path-in-a-binary-tree	0
2388	shortest-distance-to-a-character	0
2389	check-if-string-is-decomposable-into-value-equal-substrings	0
2390	memoize	0
2391	calculate-amount-paid-in-taxes	0
2392	find-the-largest-almost-missing-integer	0
2393	design-log-storage-system	0
2395	number-of-longest-increasing-subsequence	0
2397	lowest-common-ancestor-of-a-binary-search-tree	1
2398	smallest-number-in-infinite-set	0
2399	hamming-distance	0
2400	minimum-cost-to-set-cooking-time	0
2401	allow-one-function-call	1
2402	put-boxes-into-the-warehouse-i	0
2403	count-nice-pairs-in-an-array	0
2404	design-an-atm-machine	0
2405	maximum-points-in-an-archery-competition	0
2406	subarray-sums-divisible-by-k	0
2407	create-object-from-two-arrays	0
2408	apply-bitwise-operations-to-make-strings-equal	0
2409	minimum-deletions-to-make-character-frequencies-unique	0
2410	number-of-steps-to-reduce-a-number-in-binary-representation-to-one	0
2411	maximum-number-of-upgradable-servers	0
2412	maximum-number-of-subsequences-after-one-inserting	0
2413	maximum-height-of-a-triangle	0
2414	find-a-safe-walk-through-a-grid	1
2415	height-of-special-binary-tree	0
2416	maximum-of-minimum-values-in-all-subarrays	0
2417	minimum-partition-score	0
2418	maximum-depth-of-binary-tree	0
2419	decode-ways-ii	0
2421	remove-duplicates-from-sorted-list-ii	0
2422	make-a-square-with-the-same-color	0
2423	function-composition	0
2424	sum-of-special-evenly-spaced-elements-in-array	0
2425	merge-two-sorted-lists	0
2427	special-array-i	0
2428	print-zero-even-odd	1
2429	robot-bounded-in-circle	0
2430	split-array-into-fibonacci-sequence	0
2431	distribute-candies-to-people	0
2432	diagonal-traverse-ii	0
2433	minimum-flips-in-binary-tree-to-get-result	0
2434	maximum-balanced-shipments	0
2435	longest-duplicate-substring	0
2436	orderly-queue	0
2438	count-of-substrings-containing-every-vowel-and-k-consonants-ii	0
2439	maximum-total-damage-with-spell-casting	0
2441	evaluate-reverse-polish-notation	0
2442	process-tasks-using-servers	0
2444	richest-customer-wealth	0
2445	longest-semi-repeating-subarray	1
2446	design-circular-queue	1
2447	minimum-number-of-valid-strings-to-form-target-ii	0
2448	number-of-divisible-substrings	0
2449	maximum-value-sum-by-placing-three-rooks-ii	0
2450	choose-edges-to-maximize-score-in-a-tree	0
2451	number-of-good-leaf-nodes-pairs	0
2452	add-minimum-number-of-rungs	1
2453	remove-digit-from-number-to-maximize-result	0
2454	consecutive-characters	0
2455	set-intersection-size-at-least-two	0
2456	longest-palindrome-by-concatenating-two-letter-words	0
2457	number-of-days-between-two-dates	0
2458	prime-subtraction-operation	0
2459	check-if-an-original-string-exists-given-two-encoded-strings	0
2460	maximum-score-from-removing-substrings	0
2461	count-paths-with-the-given-xor-value	0
2462	smallest-divisible-digit-product-ii	0
2463	fizz-buzz	0
2464	sum-of-all-odd-length-subarrays	0
2465	maximum-score-from-grid-operations	0
2466	last-remaining-integer-after-alternating-deletion-operations	0
2467	minimum-time-to-break-locks-i	0
2468	number-of-subarrays-with-gcd-equal-to-k	0
2469	reverse-prefix-of-word	0
2471	open-the-lock	0
2473	equal-sum-grid-partition-ii	0
2475	beautiful-towers-i	0
2476	find-the-sequence-of-strings-appeared-on-the-screen	0
2477	majority-element	0
2478	absolute-difference-between-maximum-and-minimum-k-elements	0
2479	count-triplets-with-even-xor-set-bits-ii	0
2481	find-the-distance-value-between-two-arrays	0
2483	number-of-laser-beams-in-a-bank	0
2484	check-if-a-string-can-break-another-string	0
2486	odd-even-jump	0
2487	the-maze	0
2488	capitalize-the-title	0
2489	range-frequency-queries	1
2490	reduce-array-size-to-the-half	0
2491	construct-quad-tree	1
2492	minimum-steps-to-convert-string-with-operations	0
2493	largest-unique-number	0
2494	maximum-gap	0
2495	number-of-rectangles-that-can-form-the-largest-square	0
2497	longest-subsequence-with-limited-sum	0
2498	find-the-longest-semi-repetitive-substring	0
2500	longest-palindromic-path-in-graph	0
2501	add-to-array-form-of-integer	0
2502	maximum-69-number	0
2503	ugly-number-iii	0
2504	minimum-cost-to-split-an-array	0
2505	find-kth-largest-xor-coordinate-value	0
2506	binary-search	0
2507	brightest-position-on-street	0
2508	remove-element	0
2509	minimum-swaps-to-make-strings-equal	0
2511	max-sum-of-a-pair-with-equal-sum-of-digits	0
2513	palindromic-substrings	0
2514	furthest-point-from-origin	0
2515	critical-connections-in-a-network	1
2516	design-video-sharing-platform	1
2517	maximize-the-profit-as-the-salesman	0
2518	minimum-operations-to-exceed-threshold-value-i	0
2519	least-operators-to-express-number	0
2520	perfect-rectangle	0
2521	word-squares	0
2523	top-k-frequent-words	0
2525	toss-strange-coins	0
2526	find-all-possible-stable-binary-arrays-i	0
2527	closest-dessert-cost	0
2528	minimum-unique-word-abbreviation	0
2529	132-pattern	0
2533	dinner-plate-stacks	0
2534	combinations	0
2535	sum-of-digits-in-base-k	0
2536	minimum-cost-to-equalize-array	0
2537	range-addition-ii	0
2538	find-a-good-subset-of-the-matrix	0
2539	minimum-sum-of-squared-difference	0
2541	make-costs-of-paths-equal-in-a-binary-tree	0
2542	design-twitter	0
2543	make-two-arrays-equal-by-reversing-subarrays	0
2544	longest-univalue-path	0
2545	split-a-string-in-balanced-strings	0
2546	frog-position-after-t-seconds	0
2547	find-the-original-typed-string-ii	0
2548	equal-row-and-column-pairs	1
2551	max-pair-sum-in-an-array	0
2552	best-time-to-buy-and-sell-stock-with-cooldown	0
2553	binary-tree-postorder-traversal	0
2554	remove-methods-from-project	0
2555	find-the-k-sum-of-an-array	0
2556	sort-threats-by-severity-and-exploitability	0
2557	minimum-number-of-operations-to-make-array-xor-equal-to-k	1
2559	find-beautiful-indices-in-the-given-array-ii	1
2560	compute-decimal-representation	0
2561	odd-even-linked-list	0
2562	print-binary-tree	0
2563	sort-the-students-by-their-kth-score	0
2564	maximum-star-sum-of-a-graph	0
2565	distribute-elements-into-two-arrays-ii	0
2566	longest-nice-substring	0
2567	partition-array-into-k-distinct-groups	0
2568	map-of-highest-peak	0
2569	plates-between-candles	0
2570	find-bottom-left-tree-value	0
2571	minimum-number-of-taps-to-open-to-water-a-garden	0
2573	minimize-the-maximum-adjacent-element-difference	0
2574	four-divisors	0
2575	smallest-absent-positive-greater-than-average	0
2576	split-and-merge-array-transformation	1
2577	longest-palindromic-subsequence-after-at-most-k-operations	0
2580	reverse-string-ii	0
2581	subrectangle-queries	0
2582	find-two-non-overlapping-sub-arrays-each-with-target-sum	0
2583	pairs-of-songs-with-total-durations-divisible-by-60	0
2584	remove-stones-to-minimize-the-total	1
2585	truncate-sentence	0
2587	sort-even-and-odd-indices-independently	0
2588	largest-number-at-least-twice-of-others	0
2589	3sum-with-multiplicity	0
2590	ways-to-split-array-into-good-subarrays	0
2591	game-of-nim	1
2592	two-sum	0
2593	binary-tree-zigzag-level-order-traversal	0
2594	sum-of-k-mirror-numbers	1
2595	integer-to-english-words	0
2596	grid-teleportation-traversal	0
2597	sum-of-two-integers	0
2599	number-of-arithmetic-triplets	0
2600	find-the-number-of-ways-to-place-people-i	1
2601	find-subtree-sizes-after-changes	0
2602	maximum-product-of-three-elements-after-one-replacement	1
2603	check-knight-tour-configuration	0
2604	time-needed-to-inform-all-employees	0
2605	single-number-ii	0
2606	number-of-equal-count-substrings	0
2607	minimum-time-to-break-locks-ii	1
2609	snake-in-matrix	0
2610	special-positions-in-a-binary-matrix	0
2611	design-hashmap	0
2612	knight-probability-in-chessboard	0
2613	jump-game-iv	0
2614	cut-off-trees-for-golf-event	0
2615	rings-and-rods	0
2616	the-maze-iii	1
2617	grid-illumination	0
2618	minimum-total-operations	0
2619	minimize-xor	0
2620	the-latest-time-to-catch-a-bus	0
2621	minimum-operations-to-exceed-threshold-value-ii	0
2622	evaluate-the-bracket-pairs-of-a-string	0
2623	subsets	0
2624	minimum-operations-to-make-a-subsequence	0
2625	greatest-english-letter-in-upper-and-lower-case	0
2626	flip-game	0
2627	rotate-image	0
2628	minimum-array-length-after-pair-removals	0
2629	minimum-adjacent-swaps-to-make-a-valid-array	0
2630	minimum-number-of-days-to-eat-n-oranges	0
2632	number-of-increasing-paths-in-a-grid	0
2634	longest-word-in-dictionary	0
2636	median-of-two-sorted-arrays	0
2637	apply-operations-on-array-to-maximize-sum-of-squares	0
2638	decoded-string-at-index	0
2639	longest-binary-subsequence-less-than-or-equal-to-k	0
2640	find-winner-on-a-tic-tac-toe-game	0
2641	minimize-connected-groups-by-inserting-interval	1
2642	insert-interval	0
2643	minimize-the-maximum-edge-weight-of-graph	0
2644	escape-the-ghosts	0
2645	ugly-number	0
2647	power-of-two	0
2648	minimum-moves-to-clean-the-classroom	0
2650	flatten-2d-vector	0
2651	subdomain-visit-count	0
2652	walking-robot-simulation-ii	1
2653	watering-plants-ii	0
2654	number-of-pairs-of-interchangeable-rectangles	0
2656	longest-strictly-increasing-or-strictly-decreasing-subarray	0
2658	campus-bikes-ii	0
2659	verbal-arithmetic-puzzle	0
2660	longest-word-with-all-prefixes	0
2661	number-of-self-divisible-permutations	1
2662	find-unique-binary-string	0
2663	shortest-impossible-sequence-of-rolls	0
2664	count-the-number-of-ideal-arrays	0
2665	maximum-linear-stock-score	0
2666	24-game	1
2667	special-permutations	1
2668	minimum-score-by-changing-two-elements	0
2669	second-minimum-node-in-a-binary-tree	0
2670	flatten-nested-list-iterator	1
2671	fraction-to-recurring-decimal	0
2672	arithmetic-subarrays	0
2673	best-time-to-buy-and-sell-stock-ii	0
2674	design-a-3d-binary-matrix-with-efficient-layer-tracking	1
2675	stone-game-v	0
2676	linked-list-in-binary-tree	0
2677	line-reflection	0
2678	minimum-absolute-sum-difference	0
2679	all-paths-from-source-to-target	0
2680	minimum-jumps-to-reach-home	0
2681	find-the-town-judge	0
2682	number-of-pairs-of-strings-with-concatenation-equal-to-target	0
2683	maximum-font-to-fit-a-sentence-in-a-screen	1
2684	destroy-sequential-targets	0
2685	maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts	0
2686	super-washing-machines	0
2687	minimum-length-of-string-after-operations	0
2688	flip-string-to-monotone-increasing	0
2689	solving-questions-with-brainpower	0
2690	maximum-profit-in-job-scheduling	0
2691	maximum-number-of-events-that-can-be-attended-ii	0
2692	check-if-object-instance-of-class	1
2693	array-wrapper	0
2694	number-complement	0
2695	minimum-deletions-for-at-most-k-distinct-characters	0
2696	decremental-string-concatenation	0
2697	building-boxes	0
2699	maximum-sum-with-exactly-k-elements	0
2700	median-of-a-binary-search-tree-level	0
2702	reconstruct-itinerary	0
2703	reorder-routes-to-make-all-paths-lead-to-the-city-zero	0
2704	sum-root-to-leaf-numbers	0
2705	count-number-of-ways-to-place-houses	0
2706	next-day	0
2707	flipping-an-image	0
2708	snail-traversal	0
2709	my-calendar-iii	0
2710	promise-pool	1
2711	time-taken-to-cross-the-door	0
2712	minimum-cost-to-buy-apples	1
2713	choose-k-elements-with-maximum-sum	0
2714	minimum-number-of-arrows-to-burst-balloons	0
2715	the-k-th-lexicographical-string-of-all-happy-strings-of-length-n	0
2716	remove-linked-list-elements	0
2717	hexspeak	0
2718	number-of-centered-subarrays	0
2719	find-n-unique-integers-sum-up-to-zero	0
2721	minimum-deletion-cost-to-make-all-characters-equal	0
2722	flip-binary-tree-to-match-preorder-traversal	0
2723	evaluate-boolean-binary-tree	0
2724	maximum-sum-of-distinct-subarrays-with-length-k	0
2725	using-a-robot-to-print-the-lexicographically-smallest-string	0
2726	pour-water	0
2727	minimum-swaps-to-make-sequences-increasing	0
